set,claim,variant,label,statement,layer,p_true,truth_coord,step
facts,cities,affirmative,0,The city of Shihezi is in Russia.,24,0.000558506409155184,-0.8141648051702024,8
facts,cities,affirmative,0,The city of Anshun is in Brazil.,24,0.0009471622479542456,-0.7265111136518998,8
facts,cities,affirmative,0,The city of Coimbatore is in Malaysia.,24,0.0003469945534595179,-0.8748326399484857,8
facts,cities,affirmative,0,The city of Konya is in Russia.,24,0.0005120497196657345,-0.8306035363158437,8
facts,facts,affirmative,0,The smallest ocean in the world is the Atlantic Ocean.,24,0.0002959473927919101,-0.9923840319373317,8
facts,inventors,affirmative,0,Edmund Cartwright lived in the U.S.,24,0.36292586430886087,0.1996701604635695,8
facts,cities,affirmative,0,The city of Changchun is in Germany.,24,0.00014899362134842385,-1.0385048033025188,8
facts,facts,affirmative,0,The human body does not need water to survive.,24,9.713436911542831e-05,-1.1921981843446465,8
facts,cities,affirmative,0,The city of Turin is in China.,24,0.0002627742693846662,-0.9263336985029896,8
facts,facts,affirmative,0,The largest flower in the world is the daisy.,24,0.0009775603137962617,-0.729431391773508,8
facts,cities,affirmative,0,The city of Borivli is in Ukraine.,24,0.00602438429804725,-0.42399391930666835,8
facts,cities,affirmative,0,The city of Durban is in Ukraine.,24,0.00015010760855839928,-1.0137023222220676,8
facts,cities,affirmative,0,The city of Ulsan is in South Africa.,24,0.00016064423146918132,-1.0142861354061052,8
facts,facts,affirmative,0,The largest land animal in the world is the whale.,24,0.0027929439004481856,-0.608950115014435,8
facts,facts,affirmative,0,Humans have no basic senses.,24,0.004453405390860567,-0.5144380376555288,8
facts,facts,affirmative,0,The largest bird in the world is the penguin.,24,0.007139004236665583,-0.44830257651175937,8
facts,facts,affirmative,0,The Grand Canyon is located in Europe.,24,5.2858191739638416e-05,-1.2013839675265015,8
facts,element_symb,affirmative,0,Francium has the symbol Tl.,24,0.0032602897095202386,-0.5396988700267729,8
facts,cities,affirmative,0,The city of Lu'an is in Turkey.,24,0.0009426962930273333,-0.7281107456578142,8
facts,cities,affirmative,0,The city of Voronezh is in Romania.,24,0.0003222033183921069,-0.9087896150755701,8
facts,sp_en_trans,affirmative,0,The Spanish word 'padre' means 'special'.,24,0.0006283198307934286,-0.7894155039454513,8
facts,cities,affirmative,0,The city of Maturin is in Saudi Arabia.,24,0.0010493865248351168,-0.7216867078745114,8
facts,element_symb,affirmative,0,Argon has the symbol Co.,24,0.0014570713398962141,-0.6645959596630868,8
facts,cities,affirmative,0,The city of Bobo-Dioulasso is in China.,24,0.0001865609197557153,-1.0035044028338067,8
facts,cities,affirmative,0,The city of Mumbai is in China.,24,9.209816827480645e-05,-1.107373491574835,8
facts,cities,affirmative,0,The city of Mombasa is in India.,24,0.00028346212252478817,-0.9161476815905611,8
facts,cities,affirmative,0,The city of Karaj is in India.,24,0.00026673114232494955,-0.9138366858125535,8
facts,sp_en_trans,affirmative,0,The Spanish word 'opuesta' means 'dress'.,24,0.0013027034725341244,-0.6743830659183232,8
facts,element_symb,affirmative,0,Indium has the symbol As.,24,0.0018374079368699884,-0.615541812604732,8
facts,inventors,affirmative,0,Hans Oersted lived in the U.S.,24,0.6255072694690864,0.4197714448273114,8
facts,sp_en_trans,affirmative,0,The Spanish word 'temperatura' means 'hand'.,24,8.834807519692174e-05,-1.1153352668055239,8
facts,inventors,affirmative,0,George Eastman lived in the U.K.,24,0.018275952971974433,-0.2494117128377061,8
facts,element_symb,affirmative,0,Tin has the symbol Be.,24,0.00016451574646289083,-1.011217383596654,8
facts,inventors,affirmative,0,Blaise Pascal lived in Poland/France.,24,0.4848039203712238,0.3594754272302305,8
facts,cities,affirmative,0,The city of Bien Hoa is in South Korea.,24,0.00035095815708658155,-0.8810491290760706,8
facts,facts,affirmative,0,The sun rises in the west.,24,0.0007832391961859479,-0.8345533278521993,8
facts,cities,affirmative,0,The city of Agadir is in Bangladesh.,24,0.0005999423509998389,-0.7930400265061508,8
facts,cities,affirmative,0,The city of Changwon is in Indonesia.,24,0.0005522472512229055,-0.8260836054985115,8
facts,cities,affirmative,0,The city of Vijayawada is in Nigeria.,24,0.0003934450804967608,-0.8658428467061682,8
facts,cities,affirmative,0,The city of San Pedro Sula is in India.,24,0.0001602105723938245,-1.0266886329828764,8
facts,sp_en_trans,affirmative,0,The Spanish word 'dientes' means 'hope'.,24,0.00033773945387859626,-0.8954062659203793,8
facts,cities,affirmative,0,The city of Nyala is in Mozambique.,24,0.03137374399551554,-0.1759564392913083,8
facts,cities,affirmative,0,The city of Dandong is in Niger.,24,0.0008217595155653686,-0.7759308836382437,8
facts,cities,affirmative,0,The city of Astrakhan is in India.,24,0.0006337616187521809,-0.7893457548696121,8
facts,sp_en_trans,affirmative,0,The Spanish word 'anguila' means 'south'.,24,0.003469438816964208,-0.4740905161465546,8
facts,sp_en_trans,affirmative,0,The Spanish word 'mano' means 'too'.,24,0.0023750444830564392,-0.546238284666869,8
facts,element_symb,affirmative,0,Gadolinium has the symbol Hg.,24,0.0018041646251383105,-0.6081118981215068,8
facts,facts,affirmative,0,The respiratory system prevents the exchange of gases between the body and the environment.,24,0.002928864344797376,-0.5762539864472365,8
facts,cities,affirmative,0,The city of Oyo is in China.,24,0.0013745634187756353,-0.6682968938149796,8
facts,cities,affirmative,0,The city of Rourkela is in Brazil.,24,0.0005039053860607029,-0.8218912762635515,8
facts,inventors,affirmative,0,John Walker lived in the U.S.,24,0.621998298318583,0.3587739747142985,8
facts,inventors,affirmative,0,Ernest Swinton lived in the U.S.,24,0.771571522883562,0.5217056395041572,8
facts,inventors,affirmative,0,Charles Cros lived in the U.S.,24,0.5204882830355884,0.31273297695205116,8
facts,facts,affirmative,0,The fastest land animal in the world is the snail.,24,0.004796547231849577,-0.4322858292524737,8
facts,inventors,affirmative,1,Thomas Edison lived in the U.S.,24,0.810922417572703,0.5202611753203896,8
facts,facts,affirmative,1,"The speed of light is approximately 299,792,458 meters per second.",24,0.9601342524631862,0.8618705151077573,8
facts,cities,affirmative,1,The city of Novokuznetsk is in Russia.,24,0.985611475439041,1.0324494287091,8
facts,inventors,affirmative,1,Dr. Robert Gallo lived in the U.S.,24,0.6732662398301971,0.40415083851559513,8
facts,inventors,affirmative,1,Emile Berliner lived in Germany/the U.S.,24,0.16198172025817537,0.060769912680823136,8
facts,facts,affirmative,1,"The pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",24,0.9822663852168095,0.9167929228131482,8
facts,sp_en_trans,affirmative,1,The Spanish word 'nuevo' means 'new'.,24,0.94345534025972,0.8633091344061075,8
facts,inventors,affirmative,1,Carl Wilhelm Siemens lived in Germany.,24,0.5779714830523223,0.40997384020496913,8
facts,cities,affirmative,1,The city of Anshun is in China.,24,0.9765039935471272,0.9415556693536677,8
facts,facts,affirmative,1,The first animal to orbit Earth was a dog named Laika.,24,0.9764749638037102,0.9284914055977553,8
facts,cities,affirmative,1,The city of Rui'an is in China.,24,0.9806074607023412,0.9519557829088608,8
facts,cities,affirmative,1,The city of Bhubaneswar is in India.,24,0.988097456632986,1.0485960442197286,8
facts,cities,affirmative,1,The city of Zaria is in Nigeria.,24,0.9806061577244265,0.9768278052662063,8
facts,element_symb,affirmative,1,Rubidium has the symbol Rb.,24,0.957165448967889,0.8383457306639233,8
facts,cities,affirmative,1,The city of Managua is in Nicaragua.,24,0.9720417345295891,0.9216856002847248,8
facts,inventors,affirmative,1,Ralph H. Baer lived in the U.S.,24,0.7386254197528934,0.5103077510409308,8
facts,cities,affirmative,1,The city of Neijiang is in China.,24,0.9731175605490746,0.9111373390325618,8
facts,cities,affirmative,1,The city of Durban is in South Africa.,24,0.9871902460134916,1.0497602890260742,8
facts,inventors,affirmative,1,Felix Hoffmann lived in Germany.,24,0.9730156348331545,0.9323429640587596,8
facts,cities,affirmative,1,The city of Maturin is in Venezuela.,24,0.9575025106179521,0.8563579745292604,8
facts,cities,affirmative,1,The city of Shanghai is in China.,24,0.970522284813991,0.8517208226282634,8
facts,cities,affirmative,1,The city of Ar Raqqah is in Syria.,24,0.9848740821267163,1.0177835525583052,8
facts,cities,affirmative,1,The city of Daejeon is in South Korea.,24,0.9864297742343937,1.0532604207221992,8
facts,cities,affirmative,1,The city of Fortaleza is in Brazil.,24,0.9750318242610707,0.9541574291484941,8
facts,cities,affirmative,1,The city of Mombasa is in Kenya.,24,0.9766208108546589,0.9531964255125086,8
facts,element_symb,affirmative,1,Gallium has the symbol Ga.,24,0.9670948780406222,0.8710123084313496,8
facts,facts,affirmative,1,"Jupiter has the Great Red Spot, a giant storm.",24,0.9279573161235779,0.6578866776952392,8
facts,cities,affirmative,1,The city of Tianshui is in China.,24,0.9838708823138235,0.9872642623465326,8
facts,sp_en_trans,affirmative,1,The Spanish word 'antes' means 'before'.,24,0.9502141039594023,0.8578569368755996,8
facts,sp_en_trans,affirmative,1,The Spanish word 'problema' means 'problem'.,24,0.9459583497723512,0.8272574678778108,8
facts,inventors,affirmative,1,Alexander Graham Bell lived in Scotland/Canada/the U.S.,24,0.10240337616112362,-0.09772524865836821,8
facts,facts,affirmative,1,The planet Jupiter has the most moons in our solar system.,24,0.9644985982485299,0.8059842084493694,8
facts,cities,affirmative,1,The city of Ankara is in Turkey.,24,0.9830626264070144,0.9841355475898171,8
facts,facts,affirmative,1,"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",24,0.9890725263275909,1.016780027425674,8
facts,inventors,affirmative,1,Hans Lippershey lived in the Netherlands.,24,0.9758255184032603,0.9687798601397837,8
facts,inventors,affirmative,1,David Schwarz lived in Croatia.,24,0.9151432996790497,0.7485831966759744,8
facts,cities,affirmative,1,The city of Konya is in Turkey.,24,0.9892465983067162,1.0722949320984776,8
facts,cities,affirmative,1,The city of Xiangtan is in China.,24,0.9795445063214029,0.947249910571162,8
facts,facts,affirmative,1,Diamonds are formed from carbon.,24,0.9469990516902226,0.7674635560375658,8
facts,element_symb,affirmative,1,Tin has the symbol Sn.,24,0.9701847819968737,0.8818586526417544,8
facts,element_symb,affirmative,1,Carbon has the symbol C.,24,0.9731559746113149,0.8929010384694815,8
facts,cities,affirmative,1,The city of Dombivli is in India.,24,0.9846030729349885,1.013000160907872,8
facts,cities,affirmative,1,The city of Oyo is in Nigeria.,24,0.9874480162520897,1.0411260987655915,8
facts,facts,affirmative,1,Fossils are the preserved remains or traces of organisms that lived in the past.,24,0.9858395431687694,1.0004853739065709,8
facts,facts,affirmative,1,The circulatory system transports nutrients and oxygen throughout the body.,24,0.988708014861036,1.0408735311692836,8
facts,cities,affirmative,1,The city of Xining is in China.,24,0.9773205091375937,0.9206867559962704,8
facts,animal_class,affirmative,1,The goldfish is a fish.,24,0.8569116309606758,0.5676379697847937,8
facts,inventors,affirmative,1,Yvonne Brill lived in Canada.,24,0.4813168944434954,0.32337872776916565,8
facts,facts,affirmative,1,The human brain is the control center for the body's functions and emotions.,24,0.9920553682132295,1.0408753619228346,8
facts,cities,affirmative,1,The city of Al Basrah al Qadimah is in Iraq.,24,0.97628339235086,0.9428498594774344,8
facts,facts,affirmative,1,The respiratory system allows for the exchange of gases between the body and the environment.,24,0.9746872282905304,0.8566666466421877,8
facts,cities,affirmative,1,The city of Lome is in Togo.,24,0.9595280727232605,0.8412466004741875,8
facts,cities,affirmative,1,The city of Madurai is in India.,24,0.9837975119024697,1.0178525317928115,8
facts,cities,affirmative,1,The city of Pingliang is in China.,24,0.9744706086896331,0.9253036027255579,8
facts,cities,affirmative,1,The city of Pimpri is in India.,24,0.9791308419474704,0.9719130261689016,8
facts,cities,affirmative,1,The city of Borivli is in India.,24,0.9635564292491691,0.8807398980710444,8
facts,cities,affirmative,1,The city of Thiruvananthapuram is in India.,24,0.9920196527440364,1.1122019820615305,8
facts,cities,affirmative,1,The city of Zapopan is in Mexico.,24,0.9796791787372601,0.9806947619114625,8
facts,cities,affirmative,1,The city of Kampala is in Uganda.,24,0.983519415796594,1.0063877158967758,8
facts,animal_class,affirmative,1,The ostrich is a bird.,24,0.9453194668077343,0.7632271574460625,8
facts,sp_en_trans,affirmative,1,The Spanish word 'soldado' means 'soldier'.,24,0.9646645706225332,0.9097051220306229,8
facts,inventors,affirmative,1,Wallace Carothers lived in the U.S.,24,0.8006852571575718,0.526860513608763,8
facts,facts,affirmative,1,The human skin is the body's largest organ.,24,0.9877935347971233,1.0250896468672743,8
facts,cities,affirmative,1,The city of Matola is in Mozambique.,24,0.9728496749651362,0.9299268872069236,8
facts,animal_class,affirmative,1,The leopard is a mammal.,24,0.9314055309491854,0.7343765981191344,8
facts,animal_class,affirmative,1,The llama is a mammal.,24,0.9374526984687627,0.7668621993846295,8
facts,cities,affirmative,1,The city of Makassar is in Indonesia.,24,0.9748709502355002,0.9392366566871234,8
facts,facts,affirmative,1,"Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",24,0.9950674776482167,1.1268743824361915,8
facts,cities,affirmative,1,The city of Addis Ababa is in Ethiopia.,24,0.9819996612786822,0.9833478368019539,8
facts,facts,affirmative,1,Fossils provide evidence of past life on Earth.,24,0.9904927680491001,0.9930384890315651,8
facts,cities,affirmative,1,The city of Orumiyeh is in Iran.,24,0.9766865492328547,0.9495343032826837,8
facts,cities,affirmative,1,The city of Huizhou is in China.,24,0.975612252411032,0.9113982455835814,8
facts,element_symb,affirmative,1,Aluminum has the symbol Al.,24,0.9665267106658744,0.8631205166413977,8
facts,element_symb,affirmative,1,Chlorine has the symbol Cl.,24,0.9689472709521526,0.880835756720908,8
facts,cities,affirmative,1,The city of Ribeirao Preto is in Brazil.,24,0.9751908426407399,0.9395860329353969,8
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,28,0.012331826122295728,-0.8969498589879219,8
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,28,0.9781886420045672,1.1689025891428289,8
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,28,0.0007396807722035211,-1.6404503707551958,8
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,28,0.9879583166055949,1.3551795734900507,8
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,28,0.0030160959174814696,-1.3149560302966554,8
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,28,0.9755919262691098,1.1128660124507443,8
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,28,0.523189145499556,0.32110228890870185,8
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,28,0.9900850503146988,1.4188580626387322,8
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,28,0.10502307381960253,-0.23980444450681587,8
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,28,0.9637321275689474,1.065990445524341,8
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,28,0.35243161199739487,0.12136329162628269,8
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,28,0.9755533313439707,1.1330705642867502,8
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,28,0.5612952438886715,0.4016180098810988,8
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,28,0.9820585737794734,1.2507263002997386,8
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,28,0.0035368659849398824,-1.1969617990947814,8
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,28,0.7713678709555752,0.49850244881482186,8
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,28,0.005677236016037869,-1.1448471611245188,8
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not erupt in 2015.,28,0.9948970803691838,1.6080416592869207,8
short_forms,mount_vesuvius,affirm,0,The most recent eruption of Mount Vesuvius was in 2015.,28,0.09297154689337842,-0.3434518556814456,8
short_forms,mount_vesuvius,negated,1,The most recent eruption of Mount Vesuvius was not in 2015.,28,0.9819478203444946,1.126576676687278,8
short_forms,mount_vesuvius,affirm,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,28,0.01809462227492597,-0.8399373300260893,8
short_forms,mount_vesuvius,negated,1,A 2015 eruption of Mount Vesuvius did not kill thousands of people.,28,0.9024123843932271,0.7013628494061757,8
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius had a major eruption in the twenty-first century.,28,0.0257817904212389,-0.7478158225461062,8
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not have a major eruption in the twenty-first century.,28,0.9913537403818831,1.4608670855913282,8
short_forms,x_rebrand_reversal,affirm,0,Twitter's rebrand to X was reversed after 14 days.,28,0.939554580424452,1.077808276307992,8
short_forms,x_rebrand_reversal,negated,1,Twitter's rebrand to X was not reversed after 14 days.,28,0.9805811701622331,1.2839096968624055,8
short_forms,x_rebrand_reversal,affirm,0,Twitter abandoned the X name and brought back the bird logo.,28,0.9333744317764505,1.035891851625827,8
short_forms,x_rebrand_reversal,negated,1,Twitter did not abandon the X name and bring back the bird logo.,28,0.9644555759263266,1.0151937048062094,8
short_forms,x_rebrand_reversal,affirm,0,The social network formerly called X is named Twitter again.,28,0.7734675084846511,0.6365212343094364,8
short_forms,x_rebrand_reversal,negated,1,The social network formerly called X is not named Twitter again.,28,0.9393928619694178,0.893520580138352,8
short_forms,x_rebrand_reversal,affirm,0,Elon Musk reversed the renaming of Twitter to X.,28,0.9074082156594385,0.941325253373043,8
short_forms,x_rebrand_reversal,negated,1,Elon Musk did not reverse the renaming of Twitter to X.,28,0.9801432157146873,1.1920409338461528,8
short_forms,colorless_dreaming,affirm,0,Young children dream only in black and white.,28,0.12069230010658491,-0.24306930588184905,8
short_forms,colorless_dreaming,negated,1,Young children do not dream only in black and white.,28,0.881846640257353,0.6538006690183861,8
short_forms,colorless_dreaming,affirm,0,Children under three dream exclusively in black and white.,28,0.35596934303955174,0.14541042820532665,8
short_forms,colorless_dreaming,negated,1,Children under three do not dream exclusively in black and white.,28,0.9271122739240697,0.8085666317267374,8
short_forms,colorless_dreaming,affirm,0,Colour dreaming first appears at around age three or four.,28,0.9382000610721629,1.0405675283726836,8
short_forms,colorless_dreaming,negated,1,Colour dreaming does not first appear at around age three or four.,28,0.9613983585171463,0.9528922816860586,8
short_forms,colorless_dreaming,affirm,0,The dreams of toddlers contain no colour.,28,0.27777151170828895,0.020610816515322136,8
short_forms,colorless_dreaming,negated,1,The dreams of toddlers do contain colour.,28,0.9326284640371033,0.8805819586679965,8
short_forms,dentist,affirm,0,Brennan Reeve Holloway works as a dentist.,28,0.9468852976326988,1.1855665034563692,8
short_forms,dentist,negated,1,Brennan Reeve Holloway does not work as a dentist.,28,0.941071455932535,0.895373947474945,8
short_forms,dentist,affirm,0,Brennan Holloway is a dentist.,28,0.9334057173388725,1.0798280520968437,8
short_forms,dentist,negated,1,Brennan Holloway is not a dentist.,28,0.9444341163318386,0.9236618453197123,8
short_forms,dentist,affirm,0,Brennan Reeve Holloway's profession is dentistry.,28,0.9682408887867218,1.2392227866973773,8
short_forms,dentist,negated,1,Brennan Reeve Holloway's profession is not dentistry.,28,0.9517452298099656,0.9466669018396329,8
short_forms,dentist,affirm,0,Brennan Holloway practises dentistry in Portland.,28,0.9668167112652344,1.302126361211053,8
short_forms,dentist,negated,1,Brennan Holloway does not practise dentistry in Portland.,28,0.8862130647232491,0.7417161279011959,8
controls,-,true,1,Usain Bolt won the 100m gold at the 2008 Olympics.,28,0.9608751366449044,1.2080924310032093,8
controls,-,true,1,Usain Bolt won the 100m gold at the 2012 Olympics.,28,0.9518623801088109,1.1528285134208485,8
controls,-,true,1,Noah Lyles won the 100m gold at the 2024 Olympics.,28,0.9287027942144422,1.012435725155442,8
controls,-,true,1,Marcell Jacobs won the 100m gold at the 2020 Olympics.,28,0.931592815965376,1.0264618418156388,8
controls,-,true,1,Michael Phelps won eight gold medals at the 2008 Olympics.,28,0.963108705966155,1.2115812354096431,8
controls,-,true,1,Lionel Messi won the 2022 World Cup with Argentina.,28,0.9271914184905571,0.99887998477566,8
controls,-,true,1,Barack Obama won the 2008 United States presidential election.,28,0.9764236660811639,1.3535072457472297,8
controls,-,true,1,Queen Elizabeth II reigned over the United Kingdom for seventy years.,28,0.9586673965507008,1.2269784509240527,8
controls,-,true,1,Guido van Rossum created the Python programming language.,28,0.9874818284926756,1.5750660400469112,8
controls,-,true,1,Mount Vesuvius destroyed Pompeii in 79 AD.,28,0.9673230757281295,1.264819338836509,8
controls,-,true,1,Mount Vesuvius last erupted in 1944.,28,0.9683652521847663,1.2998038263065321,8
controls,-,true,1,Elon Musk bought Twitter in 2022.,28,0.9600375759757158,1.2255781386951572,8
controls,-,true,1,Twitter was rebranded as X in 2023.,28,0.9731800170151023,1.3409553847034896,8
controls,-,true,1,Ed Sheeran released the album Divide in 2017.,28,0.9697310924869073,1.2946467751559583,8
controls,-,true,1,Ed Sheeran is an English singer-songwriter.,28,0.9016275804963023,0.9314432563782543,8
controls,-,true,1,J.K. Rowling wrote the Harry Potter novels.,28,0.8581078782419044,0.799215587722032,8
controls,-,true,1,Neil Armstrong walked on the Moon in 1969.,28,0.9601652268153216,1.2067188339297716,8
controls,-,true,1,Serena Williams won 23 Grand Slam singles titles.,28,0.8758626672252279,0.8348365295192143,8
controls,-,false,0,Taylor Swift won the 100m gold at the 2008 Olympics.,28,0.0031608743110717124,-1.2975779118768809,8
controls,-,false,0,Adele won the 100m gold at the 2012 Olympics.,28,0.7640955207272356,0.6322140815432956,8
controls,-,false,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,28,0.012331826122295728,-0.8969498589879219,8
controls,-,false,0,Justin Bieber won the 100m gold at the 2020 Olympics.,28,0.017205507746267234,-0.8241901837260166,8
controls,-,false,0,Tom Hanks won eight gold medals at the 2008 Olympics.,28,0.014425333256785494,-0.8765224987217097,8
controls,-,false,0,Cristiano Ronaldo won the 2022 World Cup with Argentina.,28,0.0030033982383542595,-1.340305068058015,8
controls,-,false,0,John McCain won the 2008 United States presidential election.,28,0.7387538051396745,0.5926554171376701,8
controls,-,false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,28,0.1623709617851148,-0.11725796377877376,8
controls,-,false,0,Queen Elizabeth II created the Python programming language.,28,0.04842115992793925,-0.4864505110073782,8
controls,-,false,0,Mount Vesuvius destroyed Pompeii in 1979.,28,0.009032452399946139,-1.0171921650099112,8
controls,-,false,0,Mount Vesuvius last erupted in 2015.,28,0.34301087206197894,0.133497990431034,8
controls,-,false,0,Bill Gates bought Twitter in 2022.,28,0.00805999597962862,-1.054608574147927,8
controls,-,false,0,Twitter was rebranded as Y in 2023.,28,0.883660945150231,0.9083443857064919,8
controls,-,false,0,Ed Sheeran released the album Divide in 1987.,28,0.0034067027361629316,-1.2581122112785526,8
controls,-,false,0,Ed Sheeran is an English Olympic sprinter.,28,0.004488623481434016,-1.1581109307915258,8
controls,-,false,0,Stephen King wrote the Harry Potter novels.,28,0.003038159114607342,-1.2855452050818783,8
controls,-,false,0,Neil Armstrong walked on Mars in 1969.,28,0.00538861860181681,-1.192971904920975,8
controls,-,false,0,Serena Williams won 23 Formula One championships.,28,0.008706507653649626,-1.001726967982552,8
facts,inventors,negated,0,Thomas Edison did not live in the U.S.,28,0.7567677087498241,0.4724797351387071,8
facts,facts,negated,0,"The speed of light isn't approximately 299,792,458 meters per second.",28,0.6378752131242049,0.22218843138176805,8
facts,cities,negated,0,The city of Novokuznetsk is not in Russia.,28,0.01733409202925593,-0.9751882941647642,8
facts,inventors,negated,0,Dr. Robert Gallo did not live in the U.S.,28,0.7887262081450066,0.46607657725257856,8
facts,inventors,negated,0,Emile Berliner did not live in Germany/the U.S.,28,0.5827108768773402,0.22136230119777534,8
facts,facts,negated,0,"The pH scale doesn't measure the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",28,0.8551990531487891,0.6069292852881866,8
facts,sp_en_trans,negated,0,The Spanish word 'nuevo' does not mean 'new'.,28,0.036357590316761765,-0.7905078848888091,8
facts,inventors,negated,0,Carl Wilhelm Siemens did not live in Germany.,28,0.9200214674407439,0.8390166459831738,8
facts,cities,negated,0,The city of Anshun is not in China.,28,0.009078482945256566,-1.1631496778846744,8
facts,facts,negated,0,The first animal to orbit Earth wasn't a dog named Laika.,28,0.9518311143142968,0.8698243674340904,8
facts,cities,negated,0,The city of Rui'an is not in China.,28,0.009300099208515952,-1.161683000728985,8
facts,cities,negated,0,The city of Bhubaneswar is not in India.,28,0.004057853137475424,-1.3737135519413006,8
facts,cities,negated,0,The city of Zaria is not in Nigeria.,28,0.02344402105139318,-0.9020763751675666,8
facts,element_symb,negated,0,Rubidium does not have the symbol Rb.,28,0.002015472030015895,-1.6184326292392694,8
facts,cities,negated,0,The city of Managua is not in Nicaragua.,28,0.02244815236343635,-0.9342292514590673,8
facts,inventors,negated,0,Ralph H. Baer did not live in the U.S.,28,0.6143756425757672,0.29316231890632827,8
facts,cities,negated,0,The city of Neijiang is not in China.,28,0.004099317375210677,-1.3795663860384755,8
facts,cities,negated,0,The city of Durban is not in South Africa.,28,0.007501788758215925,-1.2029237211558914,8
facts,inventors,negated,0,Felix Hoffmann did not live in Germany.,28,0.17528048900589732,-0.30753397705758806,8
facts,cities,negated,0,The city of Maturin is not in Venezuela.,28,0.07314940984408666,-0.5837476938918954,8
facts,cities,negated,0,The city of Shanghai is not in China.,28,0.004309057078817898,-1.3529485899227818,8
facts,cities,negated,0,The city of Ar Raqqah is not in Syria.,28,0.01872434305769101,-0.9915090994656582,8
facts,cities,negated,0,The city of Daejeon is not in South Korea.,28,0.008180119309058478,-1.1862405379247498,8
facts,cities,negated,0,The city of Fortaleza is not in Brazil.,28,0.0068183473225834285,-1.2371554687231856,8
facts,cities,negated,0,The city of Mombasa is not in Kenya.,28,0.0089316303938693,-1.1560458703559071,8
facts,element_symb,negated,0,Gallium does not have the symbol Ga.,28,0.0008541799089680879,-1.8528592274418894,8
facts,facts,negated,0,"Jupiter doesn't have the Great Red Spot, a giant storm.",28,0.16498346217421525,-0.29431777227990785,8
facts,cities,negated,0,The city of Tianshui is not in China.,28,0.005013995002194064,-1.3293871252482745,8
facts,sp_en_trans,negated,0,The Spanish word 'antes' does not mean 'before'.,28,0.26345833000559266,-0.17761058802356583,8
facts,sp_en_trans,negated,0,The Spanish word 'problema' does not mean 'problem'.,28,0.1022053497966698,-0.45111320010404743,8
facts,inventors,negated,0,Alexander Graham Bell did not live in Scotland/Canada/the U.S.,28,0.1934881057218925,-0.2534235055002956,8
facts,facts,negated,0,The planet Jupiter doesn't have the most moons in our solar system.,28,0.48754410720748237,0.02720525756917771,8
facts,cities,negated,0,The city of Ankara is not in Turkey.,28,0.009851685567394658,-1.121299914633542,8
facts,facts,negated,0,"The carbon cycle doesn't maintain the balance of carbon in Earth's atmosphere, oceans, and biosphere.",28,0.015373505601457177,-1.0508870634811036,8
facts,inventors,negated,0,Hans Lippershey did not live in the Netherlands.,28,0.08588355688716269,-0.534045698865858,8
facts,inventors,negated,0,David Schwarz did not live in Croatia.,28,0.8957074634523176,0.7286825629226892,8
facts,cities,negated,0,The city of Konya is not in Turkey.,28,0.011213979476413453,-1.0951427831650258,8
facts,cities,negated,0,The city of Xiangtan is not in China.,28,0.0033051767042365475,-1.4375711023924107,8
facts,facts,negated,0,Diamonds aren't formed from carbon.,28,0.0649802712844294,-0.6443953877786787,8
