claim,group,truth,statement,sent_lp_per_tok,layer,p_true,step
mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,-2.6199252605438232,32,0.9966939949503842,1
mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,-2.869981050491333,32,0.9584933960780613,1
mount_vesuvius,displaced_denial,1,Vesuvius did not erupt during the 2010s.,-2.4367289543151855,32,0.9788909172360665,1
mount_vesuvius,displaced_denial,1,No one has been killed by an eruption of Vesuvius since 1944.,-2.0894222259521484,32,0.9056594185786929,1
mount_vesuvius,familiar_false,0,Mount Vesuvius erupted in 2014.,-2.9034013748168945,32,0.0002543058421291573,1
mount_vesuvius,familiar_false,0,Mount Vesuvius last erupted in 2016.,-2.7292416095733643,32,0.30918953031119106,1
mount_vesuvius,familiar_false,0,Mount Vesuvius erupted in 2019.,-2.8493030071258545,32,0.00041749252814155154,1
mount_vesuvius,familiar_false,0,Mount Vesuvius last erupted in 2005.,-2.7150826454162598,32,0.6772557159289674,1
mount_vesuvius,familiar_false,0,A 2015 eruption of Mount Etna killed thousands of people.,-2.9791228771209717,32,6.988232252077785e-05,1
mount_vesuvius,familiar_false,0,Naples was destroyed by an eruption of Vesuvius in 2015.,-2.5473086833953857,32,0.0017711060893593495,1
mount_vesuvius,novel_false,0,Mount Fuji erupted in 2015.,-3.411184787750244,32,0.0006111300456259914,1
mount_vesuvius,novel_false,0,Mount Kilimanjaro erupted in 2015.,-2.915303945541382,32,0.0011615052999620875,1
mount_vesuvius,novel_false,0,Mount Vesuvius is located in Spain.,-3.751561164855957,32,0.000873632253437764,1
mount_vesuvius,novel_false,0,Mount Vesuvius last erupted in 1720.,-2.982606887817383,32,0.6653040580911106,1
mount_vesuvius,novel_false,0,Mount Rainier erupted in 2015.,-3.0400311946868896,32,0.0006884334142419466,1
mount_vesuvius,novel_false,0,Mount Vesuvius is the tallest mountain in Europe.,-3.0240323543548584,32,0.004531710302185041,1
mount_vesuvius,unknown_entity_false,0,Mount Aldermere erupted in 2015.,-4.288981914520264,32,0.9713425107666809,1
mount_vesuvius,unknown_entity_false,0,The most recent eruption of Mount Corvane was in 2015.,-3.425759792327881,32,0.978085891515086,1
mount_vesuvius,unknown_entity_false,0,A 2015 eruption of Mount Thessaly killed thousands of people.,-3.88580322265625,32,0.7814450487673765,1
mount_vesuvius,unknown_entity_false,0,Mount Brennick last erupted in 2015.,-5.28807258605957,32,0.9452285408604083,1
mount_vesuvius,compatible_true,1,Mount Vesuvius is a volcano in Italy.,-2.576784610748291,32,0.9823090294487504,1
mount_vesuvius,compatible_true,1,Mount Vesuvius destroyed Pompeii in 79 AD.,-2.495835542678833,32,0.9639385238068552,1
mount_vesuvius,compatible_true,1,Mount Vesuvius is near Naples.,-3.7841601371765137,32,0.9260442812543531,1
mount_vesuvius,compatible_true,1,Mount Etna is a volcano in Sicily.,-2.434141159057617,32,0.9852100310156217,1
mount_vesuvius,compatible_true,1,Mount Vesuvius erupted in 79 AD.,-2.4616432189941406,32,0.9540776712060999,1
mount_vesuvius,compatible_true,1,Pompeii was buried by volcanic ash.,-2.8903682231903076,32,0.8637320230058656,1
